,cost_for_two,cuisines,locality,rest_name
267,,"['Lebanese', 'Arabian', 'Middle Eastern']",Barsha Heights,Jabbour Restaurant - مطعم جبور
268,,"['Indian', 'Hyderabadi', 'Biryani']",Al Karama,Biryani Adda - برياني ادا
269,,"['Burger', 'Fast Food']","BOXPARK, Al Safa",Big Smoke Burger
270,,"['Pakistani', 'Indian', 'Mughlai', 'Seafood', 'Kebab']",Al Hudaiba Awards Buildings,Bar B.Q. Tonight - باربيكيو تونايت
271,,"['Sushi', 'Japanese']","The Dubai Mall,Downtown Dubai",YO! Sushi - يو! سوشي
272,,"['Indian', 'North Indian', 'Kebab']",Oud Metha,Punjabi Dhaba - بنجابى دابا
273,,"['American', 'Bakery', 'Desserts']","CITY WALK, Al Safa",Clinton Street Baking Company - CITY WALK
274,,"['Bakery', 'Desserts']",Al Quoz,SugarMoo - شوغرمو
275,,"['Indian', 'South Indian']",Al Karama,Shri Krishna Bhavan - شري كريشنا بهافان
276,,"['Lebanese', 'Arabian', 'Middle Eastern']",Barsha Heights,Jabbour Restaurant - مطعم جبور
277,,"['Burger', 'Fast Food']","BOXPARK, Al Safa",Big Smoke Burger
278,,"['Indian', 'Hyderabadi', 'Biryani']",Al Karama,Biryani Adda - برياني ادا
279,,"['Indian', 'South Indian', 'Biryani']",Al Karama,Dindigul Thalappakatti Biriyani - دنديغل...
280,,"['Lebanese', 'Kebab', 'Middle Eastern', 'Arabian']","The Dubai Mall,Downtown Dubai",Al Hallab - الحلاب
281,,"['Cafe', 'International', 'Bakery']","CITY WALK, Al Safa",Walnut Grove
282,,"['Indian', 'North Indian', 'South Indian', 'Gujarati', 'Desserts']",Al Karama,Swades Vegetarian Restaurant - مطعم سواديس...
283,,"['Mediterranean', 'Healthy Food', 'Coffee']",Jumeirah 1,Culinary Boutique
284,,"['American', 'Fast Food', 'Beverages']","City Centre Mirdif, Mirdif",Gourmet Burger Kitchen
285,,"['Indian', 'Mughlai', 'Parsi', 'Kebab', 'Grill', 'Biryani']",Al Karama,Kebab Bistro - كباب بيسترو
286,,"['Asian', 'Thai', 'Japanese', 'Chinese']","Cluster X, Jumeirah Lake Towers",Super Bowl
287,,['Finger Food'],"JW Marriott Marquis Dubai, Business Bay",Vault - JW Marriott Marquis
288,,"['Indian', 'North Indian', 'Kebab']",Al Karama,Pind Da Dhaba - بيند دا دهابا
289,,"['Chinese', 'North Indian', 'Fast Food']",Oud Metha,Mumbaikar's Thali House
290,,"['Indian', 'Chinese', 'Fast Food']",Al Karama,Bol Gappa - بول جابا
291,,"['Cafe', 'Salad', 'Continental']","The Galleria, Al Safa",Tashas
292,,"['Indian', 'Mughlai', 'Kebab']",Al Karama,Al Afadhil Restaurant
293,,"['Mandi', 'Seafood', 'Desserts', 'Beverages']",Al Muraqqabat,Bait Al Mandi - بيت المندي
294,,"['Pakistani', 'Indian', 'Kebab']",Al Barsha,Kabab Rolls
295,,"['Japanese', 'Pizza']",Dubai Design District,Akiba Dori
296,,"['Indian', 'North Indian', 'Kebab', 'Biryani']","BurJuman Centre, Mankhool",The Yellow Chilli by Sanjeev Kapoor - ذي يلو...
297,,['Pizza'],Jumeirah Village,Pinza - بينزا
298,,"['South Indian', 'North Indian', 'Chinese', 'Chettinad', 'Hyderabadi']",Dubai Investment Park,Appam Corner Restaurant - مطعم ابام كورنر
299,,['Asian'],"Pier 7, Dubai Marina",Cargo
300,,"['Pakistani', 'Indian', 'Kebab']",Al Barsha,Kabab Rolls
301,,"['Japanese', 'Pizza']",Dubai Design District,Akiba Dori
302,,"['Indian', 'North Indian', 'Kebab', 'Biryani']","BurJuman Centre, Mankhool",The Yellow Chilli by Sanjeev Kapoor - ذي يلو...
303,,['Asian'],"Pier 7, Dubai Marina",Cargo
304,,"['Indian', 'North Indian', 'Street Food', 'Fast Food']",Al Karama,Kaati Express - كاتي ايكسبريس
305,,"['South Indian', 'North Indian', 'Chinese', 'Chettinad', 'Hyderabadi']",Dubai Investment Park,Appam Corner Restaurant - مطعم ابام كورنر
306,,"['Indian', 'Contemporary']",DIFC,Bombay Borough - Indian Bar & Eatery
307,,"['Cafe', 'International']",Umm Suqeim,Leen's Casual To Gourmet
308,,"['Chinese', 'Asian', 'Seafood', 'Desserts', 'Korean', 'International']","Atlantis, The Palm, Palm Jumeirah","Saffron - Atlantis, The Palm"
309,,"['Pakistani', 'Indian', 'Kebab']",Al Barsha,Spinzer - سبينزر
310,,['Seafood'],"Jumeirah Fishing Harbour, Jumeirah 2",Seaview Restaurant
311,,"['Japanese', 'Sushi']",The Greens,Yūgō Sushi - يوغو سوشي
312,,['Seafood'],Al Karama,De Fish Sea Food Restaurant - مطعم دي فيش...
313,,"['Indian', 'Biryani', 'Healthy Food', 'Desserts']","Cluster F, Jumeirah Lake Towers",Tandoori Junction - تندوري جانكشن
314,,"['Fast Food', 'Burger']",Jumeirah Lake Towers (JLT),Pickl. - بيكل.
315,,"['Asian', 'Japanese', 'Thai', 'Chinese']","Cluster A, Jumeirah Lake Towers",NARA Pan Asian
316,,"['Cafe', 'French', 'Desserts']","The Dubai Mall,Downtown Dubai",PAUL Bakery & Restaurant - مطعم ومخبز بول
317,,"['Finger Food', 'Australian', 'International']","Dusit Thani Dubai, Trade Centre Area",View - Dusit Thani Dubai
318,,['Pizza'],Al Karama,Pizza Hut - بيتزا هت
319,,"['Finger Food', 'American', 'Italian', 'European']",Trade Centre Area,Rodeo Drive
320,,['Mexican'],"Dubai Festival City Mall, Festival City",Tortilla - تورتيا
321,,"['Finger Food', 'American']","Dubai Marine Beach Resort & Spa, Jumeirah 1",Barefoot Lounge - Dubai Marine Beach Resort & Spa
322,,['Indian'],"Four Points by Sheraton, Mankhool",Purani Dilli
323,,"['Chettinad', 'Indian', 'Biryani', 'Chinese', 'Seafood']",Discovery Gardens,Anjappar - انجابار
324,,"['Bakery', 'Desserts']",Al Karama,Cakewalk - كيك ووك
325,,['Italian'],"Sheraton Dubai Creek Hotel & Towers, Baniyas",Vivaldi Restaurant
326,,"['Brazilian', 'Steak']",DIFC,Fogo de Chão
327,,['Finger Food'],"One&Only Royal Mirage, Dubai Marina",Jetty Lounge - One&Only; Royal Mirage
328,,"['Indian', 'North Indian', 'Chinese']",Discovery Gardens,Mothers Restaurant - مطعم الأم
329,,['Turkish'],Umm Suqeim,Mado
330,,['Finger Food'],"One&Only Royal Mirage, Dubai Marina",Jetty Lounge - One&Only; Royal Mirage
331,,['Turkish'],Umm Suqeim,Mado
332,,"['Fast Food', 'Burger']",Umm Suqeim,Falla
333,,"['Indian', 'Chinese', 'North Indian']",Oud Metha,Sai Dham Vegetarian Restaurant - مطعم ساي...
334,,"['Chinese', 'Thai', 'Asian', 'Malaysian']",Jumeirah Lake Towers (JLT),Streetery Foodhall By Zen
335,,"['Indian', 'North Indian']",Al Karama,Amritsr Restaurant - مطعم امريتسر
336,,"['Indian', 'North Indian', 'Pakistani', 'Kebab']",Al Karama,Al Ibrahimi Palace - قصر الابراهيمي
337,,"['Pizza', 'Salad', 'Italian', 'Desserts', 'Beverages']","Dubai Festival City Mall, Festival City",California Pizza Kitchen - كاليفورنيا...
338,,"['Indian', 'South Indian', 'Kerala']","Lulu Hypermarket, Al Qusais",Salkara Restaurant - مطعم سالكارا
339,,['Belgian'],Crowne Plaza Dubai Festival City,Belgian Beer Café - Crowne Plaza Dubai Festival City
340,,['Vietnamese'],"Cluster C, Jumeirah Lake Towers",Hanoi Naturally - هانوي
341,,"['Cafe', 'Bakery', 'French']",Umm Suqeim,Chateau Blanc
342,,"['French', 'Steak']","Novotel Al Barsha, Al Barsha",Swiss Butter - Novotel Al Barsha
343,,"['Cafe', 'Healthy Food', 'Bakery']",Jumeirah 1,The Lime Tree Cafe & Kitchen
344,,"['Pakistani', 'Indian', 'Kebab']",Deira City Centre Area,Daily Express Restaurant - مطعم ديلي...
345,,['Seafood'],Al Barsha,Mr Crab - مستر كراب
346,,"['Chinese', 'Indian', 'Street Food', 'Kebab', 'Biryani']",Al Karama,Sadak Chaap - سداك تشاب
347,,"['Arabian', 'Middle Eastern']",Palace Downtown,Buhayra Lounge- Palace Downtown
348,,"['Indian', 'North Indian', 'Mughlai']","Cluster B, Jumeirah Lake Towers",800Thali - تالي800
349,,"['Arabian', 'Middle Eastern', 'Healthy Food', 'Salad', 'Lebanese']","Marina View Towers, Dubai Marina",Zaatar w Zeit - زعتر وزيت
350,,"['Italian', 'Pizza']","Souk Al Bahar, Downtown Dubai",Serafina
351,,"['Bakery', 'Desserts']","Cluster Y, Jumeirah Lake Towers",Looshi's - لوشيز
352,,"['Indian', 'Chinese', 'Street Food', 'Beverages', 'Tea']",Al Karama,Bombay Cutting Chai - بومباي كاتنج شاي
353,,['Egyptian'],Al Safa,Hadoota Masreya - حدوتة مصرية
354,,"['Finger Food', 'International']","Grand Millennium Dubai,Barsha Heights","Lock, Stock and Barrel - Grand Millennium Dubai"
355,,"['Indian', 'South Indian']",Al Karama,Saravanaa Bhavan - سرافانا بهافان
356,,"['Kebab', 'Steak', 'Turkish']","Souk Al Bahar, Downtown Dubai",Günaydin
357,,"['Mediterranean', 'European']",DIFC,Boca
358,,"['South Indian', 'Indian']",Mankhool,MTR - 1924 - يم طي ر ١٩٢٤
359,,"['Desserts', 'Cafe']","Reem Mall, Jumeirah 3",Dip n Dip
360,,"['Italian', 'Pizza']","Souk Al Bahar, Downtown Dubai",Serafina
361,,"['Bakery', 'Desserts']","Cluster Y, Jumeirah Lake Towers",Looshi's - لوشيز
362,,"['Asian', 'Sushi', 'Thai', 'Japanese']","Souk Al Bahar, Downtown Dubai",Karma Kafe
363,,"['Indian', 'Chinese', 'Street Food', 'Beverages', 'Tea']",Al Karama,Bombay Cutting Chai - بومباي كاتنج شاي
364,,"['Indian', 'South Indian']",Al Karama,Saravanaa Bhavan - سرافانا بهافان
365,,"['Finger Food', 'International']","Grand Millennium Dubai,Barsha Heights","Lock, Stock and Barrel - Grand Millennium Dubai"
366,,"['Kebab', 'Steak', 'Turkish']","Souk Al Bahar, Downtown Dubai",Günaydin
367,,['Egyptian'],Al Safa,Hadoota Masreya - حدوتة مصرية
368,,"['Mediterranean', 'European']",DIFC,Boca
369,,"['South Indian', 'Indian']",Mankhool,MTR - 1924 - يم طي ر ١٩٢٤
370,,['Lebanese'],"The Beach, Jumeirah Beach Residence",Awani
371,,"['Desserts', 'Cafe']","Reem Mall, Jumeirah 3",Dip n Dip
372,,"['Indian', 'North Indian', 'Mughlai', 'Biryani', 'Hyderabadi']",Al Karama,Saleem's Of Delhi - سليم أوف دلهي
373,,"['Japanese', 'Sushi', 'Salad']",Downtown Dubai,Mizu
374,,"['Asian', 'Indian']",Dubai Silicon Oasis (DSO),Flames of Flavors - فلاميس أوف فلفور
375,,"['Middle Eastern', 'Bakery', 'Pizza', 'Lebanese']",Business Bay,Bisso's Bakery - مخبز بيسوز
376,,"['Indian', 'North Indian', 'Mughlai', 'Chinese', 'Kebab']","China Cluster, International City",Indi Spice - إندي سبايس
377,,"['Emirati', 'Arabian', 'Seafood']","Dubai Festival City Mall, Festival City",Al Fanar Restaurant & Café - الفنر
378,,['Steak'],"JW Marriott Marquis Dubai, Business Bay",Prime68 - JW Marriott Marquis
379,,"['Pakistani', 'Indian', 'Street Food', 'Kebab']","Greece Cluster, International City",Shahi Paratha Roll - شاهي براتها رول
380,,"['Indian', 'North Indian', 'Kebab']",Al Karama,Chowringhee's - شورينجيز
381,,['Indian'],Discovery Gardens,Hari Prasad Pure Vegetarian Restaurant - هاري...
382,,"['Indian', 'South Indian', 'Chinese', 'Biryani']",Discovery Gardens,Fusion Amaravathi - فيوجن أمارافاتي
383,,"['Seafood', 'Continental', 'Mediterranean']","Jumeirah Al Naseem, Madinat Jumeirah",Flamingo Room by tashas - Jumeirah Al Naseem Hotel
384,,['Latin American'],"Grosvenor House, Dubai Marina",Toro Toro - Grosvenor House
385,,"['Irish', 'British']",Trade Centre Area,Fibber Magee's - فيبر ماجيس
386,,"['Pizza', 'Italian']",Jumeirah Lake Towers (JLT),Jamie's Pizzeria by Jamie Oliver - جيمز...
387,,"['Indian', 'Street Food', 'Fast Food', 'Chinese']",Al Karama,Chaat Masala - شات ماسالا
388,,"['Asian', 'Continental']","Hilton Dubai The Walk, Jumeirah Beach Residence",Pure Sky Lounge - Hilton Dubai The Walk
389,,"['Pakistani', 'Biryani']",Al Karama,Student Biryani - ستودنت برياني
390,,"['Japanese', 'Sushi']","Souk Al Bahar, Downtown Dubai",Kanpai
391,,"['Cafe', 'Desserts']","The Dubai Mall,Downtown Dubai",Two at Symphony
392,,"['Seafood', 'American', 'Salad']","The Dubai Mall,Downtown Dubai",Red Lobster
393,,"['Cafe', 'British', 'Healthy Food']",Jumeirah Lake Towers (JLT),1762 Stripped - 1762 ستريبد
394,,"['American', 'Caribbean']","Sheraton Grand Hotel, Trade Centre Area",Miss Lily's - Sheraton Dubai
395,,"['Cafe', 'Salad', 'Fast Food', 'Italian']",Dubai Media City,Circle Cafe - سيركل كافيه
396,,"['Continental', 'American', 'Steak', 'Seafood']",Al Karama,Yoko Sizzlers
397,,"['Fast Food', 'Beverages']",Umm Suqeim,Lads Burger - لادز برغر
398,,"['Indian', 'Chinese']",Al Karama,Sangeetha Vegetarian Restaurant - مطعم سنجيتا
399,,"['Japanese', 'Sushi', 'Salad']",Trade Centre Area,Bentoya Kitchen - مطبخ بنتويا
400,,['Lebanese'],Al Barsha,Foul W Hummus - فول و حمص
401,,"['Indian', 'North Indian']","Taj Dubai, Business Bay",Bombay Brasserie - Taj Dubai - بومباي...
402,,['Pizza'],Business Bay,Pinza - بينزا
403,,['North Indian'],"Al Fahidi Souq, Meena Bazaar",Desi Bistro
404,,['International'],"Dubai Festival City Mall, Festival City",IKEA Restaurant
405,,"['Finger Food', 'Japanese']","Dusit Thani Dubai, Trade Centre Area",Nippon Bottle Company - Dusit Thani Dubai
406,,"['Cafe', 'Mediterranean', 'Continental', 'Seafood', 'Steak']","La Mer, Jumeirah 1",HQ'S 459
407,,"['South Indian', 'North Indian', 'Seafood', 'Chinese']",Al Karama,Canara Restaurant - مطعم كانارا
408,,['Indian'],"Fairmont The Palm, Palm Jumeirah",Little Miss India - Fairmont The Palm
409,,"['Japanese', 'Sushi']","JW Marriott Marquis Dubai, Business Bay",Izakaya - JW Marriott Marquis
410,,"['Italian', 'Pizza', 'Healthy Food']",Jumeirah Lake Towers (JLT),Casa Da Venice
411,,['Cafe'],"Waterfront Market, Corniche Deira",Coffeetea Fusion Cafe
412,,"['Kerala', 'South Indian', 'Indian']",Qusais,Lallumma's Restaurant - مطعم للوماس
413,,"['Turkish', 'Grill', 'Kebab', 'Desserts']",Jumeirah 1,Turkish Village
414,,"['Italian', 'Pizza']",Trade Centre Area,Capri Italian Grill
415,,['Latin American'],"JW Marriott Marquis Dubai, Business Bay",Hotel Cartagena - JW Marriott Marquis
416,,"['North Indian', 'South Indian', 'Mughlai']","Al Khail Mall, Al Quoz",Yummy Hyderabadi Restaurant - مطعم يامي...
417,,"['Thai', 'Asian']","Cluster F, Jumeirah Lake Towers",Innlay Asia
418,,"['Indian', 'North Indian', 'Hyderabadi', 'Chinese', 'Biryani']","Cluster H, Jumeirah Lake Towers",Mughaliya Darbar - موغاليا دربار
419,,"['Arabian', 'Middle Eastern']",Dubai Marina,Shami Gourmet - شامي غورميه
420,,"['Fast Food', 'Beverages']",Jumeirah 1,Al Ijaza Cafeteria - كافتيريا الإجازة
421,,"['Pakistani', 'North Indian', 'Chinese', 'Fast Food']",Dubai Silicon Oasis (DSO),Copper Kettle - كوبر كاتيل
422,,"['Mandi', 'Yemeni', 'Juices']",Al Karama,Zam Zam Mandi - زمزم المندي
423,,"['Thai', 'Japanese', 'Asian']","One&Only Royal Mirage, Dubai Marina",Eauzone - One&Only; Royal Mirage
424,,['Greek'],"Fairmont Dubai, Trade Center Area",OPA - Fairmont Dubai
425,,"['American', 'Seafood', 'Steak']",DoubleTree by Hilton Hotel Dubai Jumeirah Beach...,The Maine Oyster Bar & Grill - DoubleTree by Hilton...
426,,['Cafe'],Business Bay,The Kana Cafe
427,,"['Italian', 'Pizza']","The Dubai Mall,Downtown Dubai",Carluccio's
428,,['Italian'],Palm Jumeirah,Il Faro
429,,"['American', 'Mexican']","The Dubai Mall,Downtown Dubai",Chili's
430,,"['Hot Pot', 'Chinese', 'Asian']","France Cluster, International City",Nine Squares Restaurant
431,,"['British', 'European']","Pier 7, Dubai Marina",The Scene
432,,['Indian'],"Millennium Plaza Hotel Dubai, Trade Centre Area",Copper Chimney
433,,"['Japanese', 'Sushi', 'Salad']","Dubai Marine Beach Resort & Spa, Jumeirah 1",Sho Cho - Dubai Marine Beach Resort & Spa
434,,"['Italian', 'Pizza']","CITY WALK, Al Safa",L'Antica Pizzeria Da Michele
435,,"['North Indian', 'South Indian', 'Street Food', 'Desserts']",Dubai Silicon Oasis (DSO),Puranmal - بورنمل
436,,"['South Indian', 'North Indian', 'Chinese']",Meena Bazaar,Sampoorna
437,,"['Chinese', 'Seafood', 'Asian']",Business Bay,Long Teng Seafood Restaurant
438,,"['European', 'British', 'International']","Atlantis, The Palm, Palm Jumeirah","Bread Street Kitchen & Bar - Atlantis, The Palm"
439,,"['American', 'Poké']","La Mer, Jumeirah 1",Stars N Bars
440,,"['American', 'Burger', 'Salad', 'BBQ']","Souk Al Bahar, Downtown Dubai",Claw BBQ Crabshack & Grill
441,,['Desserts'],Al Karama,Xocolatl
442,,"['Rajasthani', 'North Indian', 'Mughlai', 'Gujarati']",Al Karama,Jay's Cafe & Restaurant - جايز مقهى ومطعم
443,,"['Indian', 'South Indian', 'Biryani']",Al Karama,Amaravathi - امرافاتي
444,,"['Lebanese', 'Turkish', 'Syrian']",Qusais,Levant'ish - لافتيش
445,,"['Chinese', 'Hot Pot']",Jumeirah Beach Residence (JBR),Xiao Wei Yang International Restaurant
446,,"['Arabian', 'Middle Eastern', 'Lebanese']","Mercato Mall, Jumeirah 1",Azkadenya - ازكدنيا
447,,['Mexican'],"Dubai Marine Beach Resort & Spa, Jumeirah 1",Loca - Dubai Marine Beach Resort & Spa
448,,['Pizza'],"Marina View Towers, Dubai Marina",Freedom Pizza - بيتزا فريدم
449,,"['Asian', 'Thai', 'Salad']","Cluster B, Jumeirah Lake Towers",Cafe Isan - Thai Streetfood And Tea Bar
450,,['Chinese'],DIFC,Royal China - رويال شينا
451,,"['Bakery', 'Desserts', 'Cafe']",Al Karama,Mister Baker - مستر بيكر
452,,"['Indian', 'North Indian', 'Mughlai', 'Biryani']","Souk Al Bahar, Downtown Dubai",Patiala
453,,"['Indian', 'South Indian', 'Chinese']","President Hotel, Al Karama",Kovalam - President Hotel
454,,"['Indian', 'Seafood', 'Chinese']",Al Karama,Shetty Lunch Home - شتي لتج هوم
455,,"['Arabian', 'Middle Eastern', 'Pizza']",Qusais,Belad Al Sham
456,,"['Italian', 'Pizza']","Rixos Premium Dubai, Jumeirah Beach Residence (JBR)",LUIGIA - The Best of Italy
457,,"['Indian', 'North Indian', 'Chinese']","Cluster C, Jumeirah Lake Towers",Vaishali's Bombay Bites - فيشاليس...
458,,['Brazilian'],"Crowne Plaza Dubai, Trade Centre Area",Chamas - Crowne Plaza Dubai
459,,"['Cafe', 'Healthy Food', 'International', 'Desserts', 'Beverages']",Jumeirah 3,Vibe Cafe
460,,"['Cafe', 'Fast Food', 'Bakery']",Oud Metha,Garage Cafe
461,,"['Indian', 'Biryani', 'Hyderabadi']",Motor City,Bikkgane Biryani - Authentic Indian Kitchen
462,,"['Pakistani', 'Indian', 'Asian', 'Kebab']",Jumeirah 1,Lal Qila - لال قلعة
463,,['Pizza'],"Marina View Towers, Dubai Marina",Freedom Pizza - بيتزا فريدم
464,,['Chinese'],DIFC,Royal China - رويال شينا
465,,"['Bakery', 'Desserts', 'Cafe']",Al Karama,Mister Baker - مستر بيكر
466,,"['Indian', 'Seafood', 'Chinese']",Al Karama,Shetty Lunch Home - شتي لتج هوم
467,,"['Indian', 'South Indian', 'Chinese']","President Hotel, Al Karama",Kovalam - President Hotel
468,,"['Arabian', 'Middle Eastern', 'Pizza']",Qusais,Belad Al Sham
469,,['Pizza'],Jumeirah Lake Towers (JLT),Papa Murphy's Pizza - بابا ميرفيز بيتزا
470,,"['Italian', 'Pizza']","Rixos Premium Dubai, Jumeirah Beach Residence (JBR)",LUIGIA - The Best of Italy
471,,['Brazilian'],"Crowne Plaza Dubai, Trade Centre Area",Chamas - Crowne Plaza Dubai
472,,"['Indian', 'Chinese', 'Biryani']","Cluster Y, Jumeirah Lake Towers",Indiana Delights - انديانا ديلايتس
473,,"['Indian', 'North Indian', 'Chinese']","Cluster C, Jumeirah Lake Towers",Vaishali's Bombay Bites - فيشاليس...
474,,"['Cafe', 'Fast Food', 'Bakery']",Oud Metha,Garage Cafe
475,,"['Indian', 'Biryani', 'Hyderabadi']",Motor City,Bikkgane Biryani - Authentic Indian Kitchen
476,,['Korean'],Al Hudaiba and Around,Mannaland Korean Restaurant
477,,"['Continental', 'European', 'Arabian', 'Indian', 'Asian']",Palazzo Versace,Giardino - Palazzo Versace Dubai
