,cost_for_two,cuisines,locality,rest_name
295,,"['Fast Food', 'Tea']",Al Markaziya,Tea Break
296,,"['Italian', 'Cafe', 'Healthy Food']",Al Khubeirah,Al Gusto
297,,['Indian'],"Dusit Thani, Al Nahyan",Namak
298,,"['Turkish', 'Mediterranean', 'Grill']",Madinat Zayed,Muallim Hasan
299,,['Desserts'],Al Nahyan,Sukkar Dose
300,,['International'],"Marriott Hotel Al Forsan, Khalifa City",Khayal Restaurant - Marriott Hotel Al Forsan
301,,['Filipino'],Al Markaziya,Sarap Ng Kusina Restaurant
302,,"['Steak', 'American', 'Burger', 'Seafood']","Marina Mall, Marina Village",Tony Roma's
303,,"['Fast Food', 'Tea']",Al Markaziya,Tea Break
304,,"['Italian', 'Cafe', 'Healthy Food']",Al Khubeirah,Al Gusto
305,,['Indian'],"Dusit Thani, Al Nahyan",Namak
306,,"['Turkish', 'Mediterranean', 'Grill']",Madinat Zayed,Muallim Hasan
307,,['Lebanese'],Al Khalidiya,Liwan Mansour
308,,"['Fast Food', 'American', 'Burger']",Al Karamah,Texas Chicken
309,,['Fast Food'],Al Markaziya,Crispy Chicken
310,,"['Spanish', 'Mediterranean', 'Pizza', 'Desserts', 'Beverages']","Yas Marina, Yas Island",Diablito Food & Music
311,,"['Cafe', 'Desserts', 'Arabian', 'Middle Eastern']",Al Khalidiya,Shezon Bakery & Cafe
312,,"['Emirati', 'Arabian', 'Middle Eastern', 'Iranian']",Al Mushrif,Al Mrzab Popular Restaurant - مطعم...
313,,"['Desserts', 'Beverages']","Khalidiyah Mall, Al Khalidiya",Krispy Kreme
314,,"['Indian', 'North Indian', 'South Indian', 'Kerala', 'Chinese']",Al Karamah,Nasser Restaurant
315,,"['Indian', 'South Indian']",Al Markaziya,Ever Green
316,,"['Burger', 'Fast Food']","Yas Mall, Yas Island",Shake Shack
317,,"['Fast Food', 'Burger', 'American']",Al Dhafrah,Crazy Burger
318,,"['BBQ', 'Biryani', 'Chinese', 'Pakistani', 'Indian', 'Mughlai', 'Grill', 'Seafood']",Madinat Zayed,Nemat Kadah New Restaurant
319,,['Belgian'],"Novotel Gate Hotel, Bain Al Jessrain",Belgian Beer Cafe
320,,"['Lebanese', 'Moroccan', 'Seafood', 'Arabian', 'Middle Eastern']","Nation Galleria, Al Khubeirah",Wafi Gourmet
321,,"['Latin American', 'Cuban']","Beach Rotana, Tourist Club Area (Al Zahiyah)",Trader Vic's - Beach Rotana
322,,"['Cafe', 'Healthy Food', 'Italian', 'Desserts', 'Beverages']","Nation Galleria, Al Khubeirah",Cafe Bateel
323,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Khalidiya,Bas Man'ouche
324,,"['Middle Eastern', 'Asian']","Anantara, Eastern Mangroves",Ingredients
325,,['Healthy Food'],Muroor,Healthyway
326,,"['Indian', 'North Indian', 'South Indian', 'Chinese']",Tourist Club Area (Al Zahiyah),Spice Empire
327,,['Mandi'],Al Khalidiya,Marhaba Mandi
328,,"['Cafe', 'American', 'Mexican', 'Fast Food', 'Beverages']",Al Dhafrah,Tea Bae Cafe
329,,['Fast Food'],Al Markaziya,Wendy's
330,,"['Asian', 'Healthy Food', 'Poké']","Shams BOUTIK, Al Reem Island",Super Poke
331,,"['Cafe', 'Healthy Food']",Al Maqtaa,Steroid Cafe
332,,"['Italian', 'Pizza']",Al Nahyan,Biancorosso
333,,"['Thai', 'Asian', 'Chinese', 'Indian', 'Japanese']",Najda,Kwality
334,,['Burger'],Al Khalidiya,Burgerchi
335,,['Arabian'],Al Mushrif,Al Maskoof Al Iraqi
336,,"['Chinese', 'Asian']",Tourist Club Area (Al Zahiyah),Chin Chin
337,,['Lebanese'],"Marina Mall, Marina Village",Villa Beirut - فيلا بيروت
338,,"['Italian', 'Japanese', 'Sushi', 'Salad']",Al Khalidiya,Camacho
339,,"['Indian', 'Chinese', 'Fast Food', 'Beverages']",Khalifa City,SeaShell - محارة البحر
340,,"['Indian', 'South Indian', 'Kerala', 'Seafood', 'Biryani', 'Chinese', 'Grill', 'BBQ']",Mussafah Sanaiya,Magic Chef
341,,"['International', 'Indian', 'Pizza', 'Fast Food']","Fairmont Bab Al Bahr, Al Maqtaa",CuiScene - Fairmont Bab Al Bahr
342,,['Finger Food'],"Andaz Capital Gate, Embassies District",18 Degrees Bar
343,,['Filipino'],Al Khalidiya,JoeAnns
344,,"['Mediterranean', 'Pizza', 'Salad', 'Burger', 'Fast Food', 'Healthy Food']",Al Raha,Berri's Cafe
345,,"['Indian', 'Chinese', 'Fast Food', 'Beverages']",Khalifa City,SeaShell - محارة البحر
346,,"['Indian', 'South Indian', 'Kerala', 'Seafood', 'Biryani', 'Chinese', 'Grill', 'BBQ']",Mussafah Sanaiya,Magic Chef
347,,"['International', 'Indian', 'Pizza', 'Fast Food']","Fairmont Bab Al Bahr, Al Maqtaa",CuiScene - Fairmont Bab Al Bahr
348,,['Finger Food'],"Andaz Capital Gate, Embassies District",18 Degrees Bar
349,,['Filipino'],Al Khalidiya,JoeAnns
350,,"['Biryani', 'Hyderabadi', 'South Indian', 'Indian']",Al Mushrif,Bikkgane Biryani - Authentic Indian Kitchen
351,,"['Mediterranean', 'Pizza', 'Salad', 'Burger', 'Fast Food', 'Healthy Food']",Al Raha,Berri's Cafe
352,,['German'],"Beach Rotana, Tourist Club Area (Al Zahiyah)",Brauhaus - Beach Rotana
353,,['Mediterranean'],"Park Hyatt Abu Dhabi, Saadiyat Island",Beach House
354,,"['Indian', 'North Indian']",Al Markaziya,Mumbai Chat & Restaurant
355,,['Chinese'],Al Dhafrah,Seven Hotpot
356,,"['Pizza', 'American', 'Asian', 'Burger', 'Italian', 'Mediterranean', 'Steak']",Yas Island,Hickory's
357,,"['Lebanese', 'Syrian', 'Grill']",Al Mushrif,Karam Al Sham
358,,"['Desserts', 'Cafe']","Nation Galleria, Al Khubeirah",Teuscher Chocolates
359,,"['Filipino', 'Asian', 'Chinese']",Al Dhafrah,Spoon & Bowl
360,,"['Indian', 'Pakistani']","Al Reef Community Centre, Al Reef",Baithak
361,,['Moroccan'],Al Khalidiya,Al Afiya Al Maghribi Restaurant
362,,['Fast Food'],"Madinat Zayed Shopping Centre, Madinat Zayed",ChicKing - شيكينغ
363,,"['Ice Cream', 'Cafe', 'Italian', 'Desserts']",Al Raha,Vasa Vasa
364,,"['Fast Food', 'American']",Al Markaziya,SFC Plus - Al Jazeera Towers
365,,"['Arabian', 'Middle Eastern']","Bab Al Qasr Hotel, Al Khubeirah",Artisan Kitchen - Bab Al Qasr
366,,['Thai'],Najda,Aroy Dee Thai Restaurant
367,,['Finger Food'],"Le Royal Meridien, Al Markaziya",PJ O'Reilly's - Le Royal Meridien
368,,['Healthy Food'],Embassies District,Diet Bite Restaurant
369,,"['South Indian', 'Kerala']",Al Markaziya,Payyannur Restaurant
370,,"['Italian', 'Beverages']","Radisson Blu, Yas Island",Filini
371,,"['Bakery', 'Lebanese']",Al Dhafrah,Lebanon Flower Bakery - مخبز زهرة لبنان
372,,"['Sushi', 'Japanese', 'Beverages']","Holiday Inn, Embassies District",SushiSan - Holiday Inn
373,,"['North Indian', 'Indian']",Khalifa City,Babu Town
374,,['Filipino'],Al Karamah,Andoks
375,,"['Fast Food', 'American']","Al Mariah Mall, Al Markaziya",McDonald's - Al Mariah Mall - ماكدونالدز
376,,"['Cafe', 'American', 'European']",Yas Island,IKEA Restaurant
377,,['Cafe'],"World Trade Center Souq, Al Markaziya",Bagel Factory
378,,['Steak'],"Fairmont Bab Al Bahr, Al Maqtaa",Marco Pierre White Steakhouse & Grill - Fairmont Bab...
379,,"['Indian', 'Chinese', 'Continental', 'Desserts', 'Bakery']",Al Markaziya,Caesar's Confectionery
380,,['Desserts'],Al Khalidiya,The Choco Station
381,,"['Fast Food', 'American']","Al Wahda Mall, Al Wahda",Charleys Philly Steaks
382,,"['Chinese', 'Korean', 'Japanese']",Tourist Club Area (Al Zahiyah),Red Castle Restaurant
383,,"['American', 'Cafe', 'European', 'Seafood']",Khalifa City,Gourmet Lab - جورميه لاب
384,,"['Desserts', 'Bakery', 'Cafe']",Al Mushrif,Home Bakery
385,,"['Italian', 'Pizza']",Al Markaziya,The Pizza Pie Factory
386,,['Filipino'],"Al Ain Palace Hotel, Al Markaziya",Kuya Juan - Al Ain Palace Hotel
387,,"['Cafe', 'American', 'Desserts', 'Beverages']",Najda,Tim Hortons - تيم هورتنز
388,,['Indian'],Al Markaziya,Biriyani Brothers
389,,['Filipino'],Al Markaziya,Sarap Ng Kusina Restaurant
390,,"['Thai', 'Seafood', 'Asian', 'Mediterranean']","InterContinental Abu Dhabi, Al Khubeirah",Fishmarket
391,,"['Filipino', 'Seafood']",Al Markaziya,Dampa Seafood Grill
392,,"['Arabian', 'Middle Eastern', 'Lebanese', 'Grill', 'Fast Food', 'Beverages']",Al Dhafrah,Mono
393,,"['Indian', 'Pakistani', 'Biryani']",Al Markaziya,Student Biryani
394,,['Fast Food'],"Al Mariah Mall, Al Markaziya",Popeyes - Al Mariah Mall
395,,['Cafe'],"Dalma Mall, Mussafah Sanaiya",Molten Chocolate Cafe
396,,['Lebanese'],Mussafah Shabiya,Broasted King & Fresh Shawarma
397,,"['Cafe', 'Desserts', 'Bakery']",Al Khalidiya,Miss J Cafe
398,,"['Kerala', 'South Indian', 'Indian']","Al Ain Palace Hotel, Al Markaziya",Nalukettu
399,,"['Chinese', 'Asian', 'Healthy Food']",Al Dhafrah,Foo Man Choo
400,,['Chinese'],"Dalma Mall, Mussafah Sanaiya",Gypsy Chinese Restaurant
401,,"['Indian', 'Mughlai', 'Chinese', 'Continental', 'Italian', 'Arabian', 'Middle Eastern', 'Steak']",Al Markaziya,Rainbow Steakhouse
402,,"['Mandi', 'Arabian', 'Middle Eastern', 'Turkish', 'Grill', 'BBQ']",Tourist Club Area (Al Zahiyah),Tripoli
403,,"['Fast Food', 'Burger']",Al Khalidiya,Bu Deech
404,,['Healthy Food'],Al Nahyan,Three S Nutrition Bistro
405,,"['Japanese', 'Sushi']","Dalma Mall, Mussafah Sanaiya",Yamasaki
406,,"['Beverages', 'Desserts']",Al Mushrif,TooT W Karaz Fresh Juice
407,,"['Cafe', 'French', 'Bakery', 'Desserts']","Shams BOUTIK, Al Reem Island",La Brioche - لابريوش
408,,"['British', 'European']","Park Rotana & Park Arjaan by Rotana, Khalifa Park Area",Cooper's - Park Rotana
409,,"['Asian', 'Middle Eastern', 'European']","The Westin Abu Dhabi Golf Resort & Spa, Khalifa City",Fairways
410,,['Pakistani'],Muroor,Mann O Salwa
411,,['Indian'],"Mazyad Mall, Mussafah",Aryaas Express
412,,"['Nepalese', 'Indian']",Tourist Club Area (Al Zahiyah),The Gorkha Palace Cafe & Restaurant
413,,"['Street Food', 'Healthy Food', 'Lebanese']",Al Dhafrah,JJ Chicken
414,,"['Healthy Food', 'Salad', 'International']","Al Raha Mall, Al Raha",SoulFull
415,,['Korean'],Mussafah Shabiya,Bon Ga Restaurant
416,,"['Indian', 'Pakistani', 'Chinese', 'Biryani']",Al Markaziya,Karachi City
417,,"['Seafood', 'Middle Eastern']","Eastern Mangroves Promenade, Eastern Mangroves",Flooka
418,,"['Arabian', 'Middle Eastern', 'Egyptian', 'Healthy Food', 'Lebanese', 'Mediterranean', 'Syrian']",Al Khalidiya,Warag'z
419,,"['Tex-Mex', 'Mexican', 'Beverages']","Dalma Mall, Mussafah Sanaiya",El Chico
420,,"['Seafood', 'Middle Eastern']","Eastern Mangroves Promenade, Eastern Mangroves",Flooka
421,,"['Arabian', 'Middle Eastern', 'Egyptian', 'Healthy Food', 'Lebanese', 'Mediterranean', 'Syrian']",Al Khalidiya,Warag'z
422,,"['Indian', 'Desserts', 'Beverages']",Madinat Zayed,Chaat Junction
423,,['Indian'],Muroor,Malabar Palace
424,,"['Arabian', 'Lebanese', 'Pizza', 'Middle Eastern']",Najda,Caracas Pastry
425,,"['Japanese', 'Sushi', 'Salad']","Beach Rotana, Tourist Club Area (Al Zahiyah)",Benihana -  Beach Rotana
426,,"['Lebanese', 'Arabian', 'Middle Eastern']",Mussafah Shabiya,Al Akkawi Flower Grills
427,,"['Lebanese', 'Arabian', 'Middle Eastern', 'Grill']",Najda,Zaroobi
428,,"['Lebanese', 'Middle Eastern']",Saadiyat Island,Beirut Sur Mer
429,,"['Moroccan', 'Beverages']","Souk Qaryat Al Beri, Al Maqtaa",Itran
430,,"['European', 'American', 'Desserts']","Southern Sun Abu Dhabi, Tourist Club Area (Al Zahiyah)",Blu Sky Lounge & Grill
431,,"['American', 'Irish']","Zayed Sports City, Al Madina Al Riyadiya",The Sportsman's Arms
432,,['Cafe'],"Al Forsan Village, Khalifa City",Street Nine
433,,['South Indian'],Al Markaziya,Amaravathi Cafeteria
434,,['Finger Food'],"Conrad Abu Dhabi Etihad Towers, Al Khubeirah",Ray's Bar - Conrad Abu Dhabi Etihad Towers
435,,"['Italian', 'Pasta']",Al Nahyan,La Pasta di Maria
436,,['Steak'],Madinat Zayed,Ponderosa Steak House
437,,"['Cafe', 'Desserts', 'Continental']",Embassies District,Tea Club
438,,"['Cafe', 'European', 'Italian']","Le Méridien Village, Tourist Club Area (Al Zahiyah)",Latest Recipe - Le Méridien Village
439,,"['Italian', 'Fast Food', 'Desserts', 'Beverages']","Al Forsan Village, Khalifa City",Oregano
440,,"['Cafe', 'Coffee', 'Desserts']",Al Wahda,Dose Cafe
441,,"['European', 'Desserts']","Dusit Thani, Al Nahyan",Urban Kitchen
442,,"['Thai', 'Mexican', 'European']","Emirates Palace, Al Ras Al Akhdar",Le Vendome - Emirates Palace
443,,"['Burger', 'Salad', 'Healthy Food']",Al Nahyan,UNDER500
444,,"['Desserts', 'Arabian', 'Middle Eastern', 'Cafe', 'Bakery']",Madinat Zayed,Al Dar Sweets
445,,"['Sri Lankan', 'Indian', 'Asian', 'Beverages', 'Chinese', 'Desserts']",Al Mushrif,Fresh Bite Paprika Restaurant
446,,"['Indian', 'Desserts']",Mussafah Shabiya,Raj Bhog
447,,['Mediterranean'],"The Ritz-Carlton Abu Dhabi, Al Maqtaa",Giornotte
448,,"['Pizza', 'Italian', 'Desserts']",Al Markaziya,Napule Pizza
449,,"['Arabian', 'Middle Eastern', 'Beverages']","Khalidiya Palace Rayhaan by Rotana, Al Khubeirah",Kamoon - Khalidiya Palace Rayhaan by Rotana - كمون
450,,"['Indian', 'Desserts']",Mussafah Shabiya,Raj Bhog
451,,"['Healthy Food', 'Beverages', 'Desserts']","Al Wahda Mall, Al Wahda",AcaiXpress
452,,"['Arabian', 'Middle Eastern', 'Beverages']","Khalidiya Palace Rayhaan by Rotana, Al Khubeirah",Kamoon - Khalidiya Palace Rayhaan by Rotana - كمون
453,,"['Mandi', 'Emirati', 'Middle Eastern']",Tourist Club Area (Al Zahiyah),Qasr Alasala Mandi & Mathbi Restaurant - مطعم...
454,,"['Japanese', 'Steak', 'Sushi', 'Beverages']","Al Wahda Mall, Al Wahda",Teriyaki Boy & Sizzlin' Steak
455,,['American'],Al Nahyan,Geek Kitchen Restaurant
456,,"['Indian', 'Biryani', 'Kebab']","The Galleria, Al Maryah Island",Bombay Canteen
457,,"['BBQ', 'Arabian', 'Middle Eastern', 'Juices', 'Seafood']",Al Markaziya,Ibn Hamido Seafood Restaurant
458,,['British'],"Crowne Plaza Abu Dhabi, Al Markaziya",Heroes - Crowne Plaza Abu Dhabi
459,,"['Bakery', 'Desserts', 'Cafe']",Tourist Club Area (Al Zahiyah),Mister Baker
460,,"['French', 'Mediterranean']","The Galleria, Al Maryah Island",LPM Restaurant & Bar
461,,"['Chinese', 'Filipino', 'Asian']",Al Dhafrah,New City Palace
462,,"['Beverages', 'Healthy Food']","World Trade Center Souq, Al Markaziya",The Raw Place
463,,"['Indian', 'North Indian']",Tourist Club Area (Al Zahiyah),Maharani Dawat Indian Cuisine Restaurant
464,,['Arabian'],Al Khalidiya,Al Ajaweed
465,,"['BBQ', 'American', 'Arabian', 'Indian', 'Chinese', 'Fast Food', 'Grill', 'Beverages']",Madinat Zayed,Top Grills
466,,"['Indian', 'Chinese', 'Thai']",Madinat Zayed,Caravan
467,,"['Indian', 'Mughlai', 'Kebab', 'Street Food']",Mussafah Shabiya,National Highway One Restaurant
468,,"['Bakery', 'Desserts']",Al Khalidiya,Le Pont Cafe
469,,"['Japanese', 'Sushi']","Conrad Abu Dhabi Etihad Towers, Al Khubeirah",Tori No Su - Conrad Abu Dhabi Etihad Towers
470,,"['Cafe', 'Italian', 'Lebanese', 'Fast Food']",Al Khalidiya,Chillax Cafe
471,,"['Arabian', 'Biryani', 'Middle Eastern', 'Indian', 'Mandi']",Khalifa City,Gulf Pastry - فطائر الخليج
472,,['Cafe'],"Courtyard by Marriott World Trade Center Abu Dhabi, Al...",Fifth Street Cafe
473,,"['Filipino', 'Seafood']",Al Khalidiya,Resto Pinoy
474,,"['Lebanese', 'Arabian', 'Middle Eastern']","Conrad Abu Dhabi Etihad Towers, Al Khubeirah",Li Beirut - Conrad Abu Dhabi Etihad Towers
475,,['International'],"St. Regis Saadiyat Island Resort, Saadiyat Island",Olea
476,,"['Fast Food', 'German', 'Kebab']","World Trade Center Mall, Al Markaziya",Doner & Gyros
477,,"['Biryani', 'Pakistani', 'Indian']",Mussafah Shabiya,Biryani Palace
478,,"['Arabian', 'Asian', 'Steak']","Sofitel Abu Dhabi Corniche, Al Markaziya",Grills @ Chill'O
479,,"['Indian', 'North Indian']",Al Markaziya,Mezbaan
480,,"['Indian', 'South Indian', 'North Indian', 'Chinese']",Mussafah Sanaiya,Coconut Lagoon
481,,['Finger Food'],"Rosewood Abu Dhabi, Al Maryah Island",Glo
482,,"['South Indian', 'Indian']",Mussafah Shabiya,Vasanta Bhavan Vegetarian Restaurant
483,,"['Kerala', 'South Indian', 'North Indian', 'Chinese']",Al Khalidiya,Kismath Restaurant & Grill
484,,"['Fast Food', 'Grill', 'Juices']",Mussafah Shabiya,Fresh & Tasty
485,,['Asian'],"St. Regis Saadiyat Island Resort, Saadiyat Island",Buddha Bar Beach - St. Regis Saadiyat Island Resort
486,,"['Arabian', 'Middle Eastern']",Al Bateen,CML Camel Station
487,,['Filipino'],Al Markaziya,Asian Inasal
488,,"['Indian', 'Mughlai', 'Biryani']",Al Wahda,By the Biryani
489,,['Steak'],"Le Royal Meridien, Al Markaziya",Stratos - Le Royal Meridien
490,,"['Turkish', 'Arabian']","Dalma Mall, Mussafah Sanaiya",Qaser Al Salateen
491,,"['Cafe', 'American']","Mushrif Mall, Al Mushrif",Mugg & Bean
492,,"['Cafe', 'Desserts', 'Beverages']","Al Wahda Mall, Al Wahda",PappaRoti
493,,['European'],"Crowne Plaza, Yas Island",Stills
494,,"['Arabian', 'Middle Eastern']",Al Dhafrah,Kuwaiti Cuisine
495,,"['Cafe', 'Portuguese']","World Trade Center Souq, Al Markaziya",Nata Lisboa
496,,"['Cafe', 'Tea', 'Coffee', 'Desserts']",Al Dhafrah,Breath Cafe
497,,"['Fast Food', 'Sushi', 'Beverages']","Al Wahda Mall, Al Wahda",Sushi Your Way
498,,"['Arabian', 'Middle Eastern', 'Indian', 'Seafood', 'Beverages']",Madinat Zayed,Fiamma
499,,['Cafe'],Khalifa Park Area,Sanderson's
500,,['Japanese'],Al Bateen,Ozo Restaurant
501,,"['Cafe', 'Continental', 'Italian', 'Healthy Food']","The Galleria, Al Maryah Island",L'ETO Caffe
502,,"['Pakistani', 'North Indian', 'Desserts', 'Grill']",Mussafah Sanaiya,Gujjarat Restaurant & Sweets
503,,"['French', 'European']","Souk Qaryat Al Beri, Al Maqtaa",Entrecote Cafe de Paris
504,,"['Indian', 'Chinese']",Tourist Club Area (Al Zahiyah),Curry Palace
505,,['Egyptian'],Al Khalidiya,Lazeez Coshari - لزيز كشري
506,,"['Lebanese', 'Arabian', 'Middle Eastern']","The Collection, Saadiyat Island",Abd El Wahab
507,,"['Ice Cream', 'Desserts']","Al Wahda Mall, Al Wahda",Pinkberry
508,,"['Cafe', 'American', 'Fast Food', 'Beverages']",Al Dhafrah,Eighties Restaurant
509,,"['Mediterranean', 'Seafood']","Saadiyat Beach Club, Saadiyat Island",Safina
510,,"['Lebanese', 'Arabian', 'Middle Eastern']",Al Dhafrah,Al Khabiya - الخابية
511,,['European'],"Courtyard by Marriott World Trade Center Abu Dhabi, Al...",The Bistro
512,,"['Arabian', 'Italian', 'European']","Beach Rotana, Tourist Club Area (Al Zahiyah)",Essence - Beach Rotana
513,,"['Indian', 'Gujarati', 'Rajasthani']","Yas Mall, Yas Island",Rasoi Ghar
514,,"['Arabian', 'Middle Eastern', 'Egyptian', 'Syrian']",Al Khalidiya,Akl Zaman - اكل زمان
515,,"['Cafe', 'Healthy Food']",Al Khalidiya,1762 The Gourmet Deli Co.
516,,"['Indian', 'Chinese', 'South Indian', 'Kerala']",Tourist Club Area (Al Zahiyah),Darbar Restaurant
517,,"['Arabian', 'Syrian', 'Middle Eastern', 'BBQ']",Al Khalidiya,BBQ Shawarma
518,,"['Syrian', 'Middle Eastern', 'Grill', 'Fast Food']",Al Wahda,Syrian House
519,,"['Healthy Food', 'Salad', 'Burger']",Al Nahyan,Right Bite Express
520,,['Lebanese'],Al Nahyan,Lebanese Corner
521,,"['Finger Food', 'Japanese', 'Sushi']","Aloft Hotel, Embassies District",Relax@12 - Aloft Hotel
522,,"['Arabian', 'Middle Eastern']",Muroor,Nada AlYasmin
523,,['Cafe'],Al Wahda,Rain Cafe
524,,"['Indian', 'Kerala', 'Seafood', 'Chinese']",Al Khalidiya,Food Care
525,,['Desserts'],Tourist Club Area (Al Zahiyah),Al Aqssa Sweets
526,,"['Arabian', 'Middle Eastern']",Marina Village,Havana Cafe
527,,"['Tex-Mex', 'BBQ']","Yas Mall, Yas Island",Dickey’s Barbecue Pit
528,,"['American', 'Fast Food', 'Burger']","Al Seef Village Mall, Khalifa Park Area",CaliBurger
529,,"['Cafe', 'Italian', 'Desserts']","Marina Mall, Marina Village",Lips
530,,['Seafood'],Al Nahyan,Shrimp Pot - شرمب بوت
531,,"['Ice Cream', 'Desserts', 'Beverages']","Al Wahda Mall, Al Wahda",Cold Stone Creamery
532,,"['Cafe', 'Arabian', 'Middle Eastern', 'Emirati']","Yas Mall, Yas Island",Dish Dash
533,,"['Juices', 'Desserts', 'Beverages']",Al Mushrif,Flavor Flake
534,,"['Fast Food', 'Coffee', 'Tea']",Al Dhafrah,Dar Al Karak & Al Mehala
535,,"['Thai', 'Chinese', 'Japanese', 'Italian', 'Sushi']","Park Rotana & Park Arjaan by Rotana, Khalifa Park Area",Teatro
536,,"['Steak', 'Beverages']","Beach Rotana, Tourist Club Area (Al Zahiyah)",Rodeo Grill - Beach Rotana
537,,"['Seafood', 'Fast Food']","Yas Mall, Yas Island",Fish & Co.
538,,"['Asian', 'Beverages']","Crowne Plaza, Yas Island",Jing Asia
539,,"['Bakery', 'Desserts', 'Fast Food']",Al Khalidiya,Arlequin
540,,"['Bakery', 'Desserts', 'Fast Food']",Al Khalidiya,Arlequin
541,,"['Fast Food', 'Italian', 'Pizza']",Al Markaziya,Ninar
542,,"['Bakery', 'Desserts']",Khalifa City,Le Grande Cafe
543,,"['International', 'Beverages']","Marriott Hotel Al Forsan, Khalifa City",Appaloosa - Marriott Hotel Al Forsan
544,,['Emirati'],Al Raha,Meylas
545,,"['Indian', 'Biryani', 'Chinese', 'Asian', 'Burger', 'Fast Food', 'Juices']",Khalifa City,Cone Zone
546,,"['North Indian', 'South Indian', 'Kerala']",Al Markaziya,Family Palace Restaurant
547,,['Filipino'],"Madinat Zayed Shopping Centre, Madinat Zayed",Pulutan House
548,,"['Arabian', 'Middle Eastern', 'Lebanese', 'Pizza']",Al Khalidiya,Qalaat Al Manaqesh
549,,['Desserts'],Khalifa Park Area,Molten Me
550,,"['Ice Cream', 'Desserts']",Muroor,Freez
551,,"['Arabian', 'Middle Eastern', 'Moroccan']",Al Raha,Ornina
552,,"['BBQ', 'American', 'Arabian', 'Indian', 'Chinese', 'Fast Food', 'Grill', 'Beverages']",Madinat Zayed,Top Grills
553,,"['Cafe', 'Desserts']",Al Markaziya,Dunkin'
554,,"['Arabian', 'Middle Eastern', 'Cafe']",Khalifa City,Morbido
555,,"['Cafe', 'Desserts']",Al Markaziya,Dunkin'
556,,"['Arabian', 'Middle Eastern', 'Cafe']",Khalifa City,Morbido
557,,"['Fast Food', 'Arabian', 'Middle Eastern']",Khalifa City,Zattara
558,,"['Mexican', 'Tex-Mex', 'Latin American']",Al Dhafrah,El Pueblo
559,,"['Pakistani', 'Indian', 'Chinese']",Mussafah Shabiya,Pak Neamat Keda
